lsm6dso_acceleration_sensor.x,lsm6dso_acceleration_sensor.y,lsm6dso_acceleration_sensor.z,rms_acc,lsm6dso_gyroscope_sensor.x,lsm6dso_gyroscope_sensor.y,lsm6dso_gyroscope_sensor.z,rms_gyro
0.047884032,1.0151415,8.061577,8.125381768,0.07414377,0.92614806,2.4573581,2.627138436
0.29688102,1.3311762,10.297761,10.38768742,-0.35224018,0.69829535,2.4384212,2.560778688
-0.11731588,1.4269443,10.350433,10.44899021,-0.10972667,0.51137054,2.2899811,2.348947256
0.29927522,1.7956513,9.773431,9.941523161,-0.16287194,0.32383493,2.153758,2.184048959
0.08379706,2.6264393,9.208399,9.576002166,-0.28565586,0.14546229,1.5563319,1.589002055
-1.316811,3.4332852,9.335292,10.03339998,0.005726862,0.44295365,1.2124147,1.290809877
-0.39025488,3.2944214,9.368811,9.938819386,-0.017486017,0.41485387,1.5435038,1.598378389
-0.19153613,2.9879637,9.342474,9.810526673,0.13889548,0.22304218,1.433548,1.457429119
-0.7350199,3.3494883,9.703999,10.29208058,0.19204076,0.060552016,1.1281154,1.145945267
-0.7445967,3.3542767,9.129391,9.754556702,0.33253977,0.18455766,1.1042917,1.167948795
-0.34955344,3.4117374,8.356063,9.032492931,0.30993775,0.27496573,0.90026265,0.99102997
0.011971008,3.1364043,8.672098,9.22184683,0.09063713,0.25175285,0.680962,0.731644608
0.11731588,2.8443117,9.033623,9.471547739,-0.010155635,0.38919753,0.322995,0.505869177
-0.17956513,2.231396,12.059894,12.26590457,-0.11827879,0.681802,0.52946746,0.871309148
0.6775591,1.9536686,9.692028,9.910162162,0.6062074,0.16745344,0.13729197,0.643721331
0.088585466,2.9137435,7.5300636,8.074627322,0.119347796,0.19066632,0.49220467,0.541168162
1.2545617,2.6791117,9.299378,9.758585745,-0.53000194,0.29573515,1.0322095,1.197421307
1.1851299,2.753332,9.577106,10.03525432,-0.39622247,-0.18501581,0.5691737,0.717761657
1.1827357,3.2561142,8.042423,8.756809415,-0.25022566,-0.004810564,0.107359566,0.272327191
0.37110126,3.5769374,8.9641905,9.65861836,-0.25328,0.20899227,0.09025534,0.340550369
0.25139117,3.5003228,10.067918,10.66200873,-0.07490735,0.1680643,0.024281893,0.185597226
-0.15083471,3.5553896,9.110237,9.780591215,0.09552405,0.025732698,-0.014202617,0.099943635
-0.23702596,3.4332852,9.742306,10.33228701,0.3123812,0.39225185,-0.005039638,0.501466774
-1.0199299,3.2728736,9.402329,10.00778443,-0.048640147,0.38675407,0.27351493,0.476187979
-1.1731589,3.3375173,10.144532,10.74368899,-0.10972667,0.37575847,0.3724751,0.540344399
-2.5474305,2.8060043,13.034333,13.57412609,-0.8158869,0.68913233,1.0493138,1.497208821
-0.22026655,1.271321,11.688792,11.75978881,-0.066355236,-0.4330271,0.7787005,0.893470736
-1.9009962,1.934515,7.43669,7.915838111,1.0209849,-0.04879286,0.33215797,1.07476501
-2.0135236,1.8315643,8.269872,8.706301624,-0.03153592,0.23220515,1.3614659,1.381485846
-0.12449849,2.1140802,8.880393,9.129414812,0.09369145,-0.17768542,0.9992228,1.019213619
-0.35673606,2.791639,7.3696523,7.88874413,0.051541757,-0.01947133,0.8098546,0.811726653
0.37828386,3.004723,8.174104,8.717077216,-0.115835324,0.011682798,0.6272059,0.637919706
0.49320555,3.490746,8.341698,9.056074474,-3.82E-04,-0.050014593,0.23930646,0.244477375
-0.21547815,4.5178585,8.569147,9.689569473,-0.19341521,-0.1428661,-0.01786781,0.241121182
0.50757074,4.0222588,10.960955,11.68669023,-0.28382325,0.20044015,0.39019018,0.522475136
1.6400281,3.6631286,10.448595,11.19291476,-0.19952387,-0.0463494,-0.40393466,0.452903137
0.6536171,2.1452048,12.170027,12.37492126,0.34903312,0.38369974,-0.6568329,0.836946275
1.1947067,1.6783354,7.604284,7.87840523,0.53534704,0.018402316,-1.1516337,1.270116246
0.021547815,1.9249382,9.419088,9.613795823,0.052763484,0.3843106,-0.7722864,0.864236603
-0.39264908,2.2984335,11.135732,11.37723591,-0.27343854,0.012293663,-0.4717407,0.545398072
-0.6895301,2.552219,8.348881,8.757458966,0.263512,-0.7531205,-0.88224214,1.189529426
-0.641646,3.1747115,7.0177045,7.729080097,0.044211373,-0.18990274,-0.25793785,0.323341353
-0.4357447,3.3542767,7.616255,8.333569814,0.20059288,0.121638544,-0.2762638,0.362429477
-1.364695,3.4931402,8.854057,9.615547112,-0.2691625,0.31772628,-0.012980887,0.416613663
-1.13964,2.942474,11.846809,12.25984568,-0.43409613,0.25663975,0.013897184,0.504476504
-2.1811178,2.8275523,11.791742,12.32061306,-0.5135086,0.23403774,0.1470658,0.583175013
-1.6591818,1.8243817,11.059117,11.33072467,-0.24533875,-0.06772968,0.49220467,0.554115375
-1.5729905,1.9009962,6.9793973,7.402707095,0.3826307,-0.11598804,0.27107146,0.483051979
-2.1978772,1.8483237,8.427889,8.903722687,0.080252424,0.44356453,1.0309879,1.125222642
-0.19871874,1.6065093,9.55077,9.686979347,-0.22884539,0.00496328,0.9955576,1.021533055
-0.2753332,2.6072857,7.216423,7.677923418,-0.1286635,-0.34200817,0.39629883,0.539051618
0.36391866,2.885013,8.166922,8.66916096,-0.26305383,-0.051847186,0.45738536,0.530176212
0.16759412,2.80361,9.996092,10.38316773,-0.28015807,-0.10743593,0.094531395,0.31459054
0.8499416,3.2944214,10.956166,11.47227905,-0.18241963,-0.23693936,-0.21884248,0.370552578
0.15322891,3.289633,11.645697,12.10237262,0.06009387,-0.27725646,-0.48762318,0.564144293
0.39504328,2.72939,13.039122,13.32757786,0.022831088,0.22059871,-0.45280385,0.504198747
0.8643068,1.2641385,9.730335,9.850101096,0.64347017,-0.53076553,-0.9414961,1.257847691
1.0869676,1.7357962,6.694487,7.000760188,0.3123812,0.12713633,-1.2322679,1.277587507
-0.02633622,1.5658079,10.082283,10.20317982,0.13095424,0.55596375,-0.8352055,1.011836415
